car,fabricante,motor,combustivel,automatico,ano_fabrica,ano_modelo,km,anunciante,cidade,estado,regiao,preco,latitude,longitude,categoria
AUDI A4,AUDI,2,GASOLINA,1,2019,2019,31000,Loja,Niterói,RJ,Sudeste,199990,-22.8832,-43.1034,Carro
DODGE JOURNEY,DODGE,3.6,GASOLINA,1,2018,2018,30000,Pessoa Física,Paulínia,SP,Sudeste,124000,-22.7542,-47.1488,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2019,2019,22800,Pessoa Física,São Paulo,SP,Sudeste,267900,-23.5329,-46.6395,SUV
MERCEDES-BENZ GLE 400,MERCEDES-BENZ,3,GASOLINA,1,2019,2019,19000,Pessoa Física,Porto Alegre,RS,Sul,409998,-30.0318,-51.2065,SUV
DODGE JOURNEY,DODGE,3.6,GASOLINA,1,2017,2018,60000,Pessoa Física,Londrina,PR,Sul,99900,-23.304,-51.1691,SUV
MERCEDES-BENZ GLE 400d,MERCEDES-BENZ,3,DIESEL,1,2019,2020,13000,Pessoa Física,Brasília,DF,Centro-Oeste,640000,-15.7795,-47.9297,SUV
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2018,2018,27500,Pessoa Física,Porto Alegre,RS,Sul,430000,-30.0318,-51.2065,SUV
MERCEDES-BENZ GLE 400,MERCEDES-BENZ,3,GASOLINA,1,2019,2019,17000,Pessoa Física,Brasília,DF,Centro-Oeste,439900,-15.7795,-47.9297,SUV
LAND ROVER RANGE ROVER SPORT,LAND ROVER,3,DIESEL,1,2019,2019,34000,Pessoa Física,Montes Claros,MG,Sudeste,550000,-16.7282,-43.8578,SUV
BMW 745Le,BMW,3,HIBRIDO,1,2021,2022,2100,Pessoa Física,Rio de Janeiro,RJ,Sudeste,635000,-22.9129,-43.2003,Carro
LAND ROVER RANGE ROVER SPORT,LAND ROVER,3,DIESEL,1,2018,2019,31000,Pessoa Física,Varginha,MG,Sudeste,531000,-21.5556,-45.4364,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2020,2020,17000,Pessoa Física,Florianópolis,SC,Sul,269000,-27.5945,-48.5477,SUV
VOLVO XC90,VOLVO,2,HIBRIDO,1,2017,2018,24000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,385000,-22.9129,-43.2003,SUV
BMW X5,BMW,3,DIESEL,1,2018,2018,64700,Pessoa Física,Londrina,PR,Sul,315900,-23.304,-51.1691,SUV
LAND ROVER RANGE ROVER SPORT,LAND ROVER,5,GASOLINA,1,2020,2021,4500,Pessoa Física,Brasília,DF,Centro-Oeste,1050000,-15.7795,-47.9297,SUV
VOLVO XC90,VOLVO,2,HIBRIDO,1,2019,2020,21000,Pessoa Física,Florianópolis,SC,Sul,448000,-27.5945,-48.5477,SUV
LAND ROVER DISCOVERY,LAND ROVER,3,DIESEL,1,2019,2020,15000,Pessoa Física,Itajaí,SC,Sul,540000,-26.9101,-48.6705,SUV
VOLVO XC90,VOLVO,2,GASOLINA,1,2018,2019,18000,Pessoa Física,Araçatuba,SP,Sudeste,340000,-21.2076,-50.4401,SUV
TOYOTA HILUX SW4,TOYOTA,2.7,FLEX,1,2015,2015,86650,Pessoa Física,Salvador,BA,Nordeste,105000,-12.9718,-38.5011,Camionete
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2019,2020,9880,Pessoa Física,Cajamar,SP,Sudeste,499900,-23.355,-46.8781,SUV
AUDI Q8,AUDI,3,GASOLINA,1,2020,2021,6800,Pessoa Física,Torres,RS,Sul,649000,-29.3334,-49.7333,SUV
AUDI Q5,AUDI,2,GASOLINA,1,2019,2020,20100,Pessoa Física,Campo Grande,MS,Centro-Oeste,239900,-9.95542,-36.7926,SUV
LAND ROVER RANGE ROVER SPORT,LAND ROVER,4.4,DIESEL,1,2018,2018,14046,Pessoa Física,Teresina,PI,Nordeste,630000,-5.09194,-42.8034,SUV
VOLVO V60,VOLVO,2,GASOLINA,1,2017,2017,56000,Pessoa Física,Gramado,RS,Sul,100000,-29.3734,-50.8762,SUV
VOLVO XC90,VOLVO,2,HIBRIDO,1,2019,2019,69000,Pessoa Física,Lajeado,RS,Sul,359000,-9.74996,-48.3565,SUV
AUDI Q7,AUDI,3,GASOLINA,1,2020,2021,8500,Pessoa Física,São Paulo,SP,Sudeste,509000,-23.5329,-46.6395,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2021,2021,3200,Pessoa Física,Blumenau,SC,Sul,278800,-26.9155,-49.0709,Camionete
BMW X5,BMW,3,DIESEL,1,2018,2018,57000,Pessoa Física,Curitiba,PR,Sul,314990,-25.4195,-49.2646,SUV
TOYOTA HILUX SW4,TOYOTA,2.7,FLEX,1,2013,2014,150000,Pessoa Física,São Paulo,SP,Sudeste,94990,-23.5329,-46.6395,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2020,2021,3000,Pessoa Física,Americana,SP,Sudeste,260900,-22.7374,-47.3331,Camionete
AUDI Q5,AUDI,2,GASOLINA,1,2019,2019,19000,Pessoa Física,Porto Ferreira,SP,Sudeste,274900,-21.8498,-47.487,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,2,DIESEL,0,2018,2019,47044,Loja,Teresina,PI,Nordeste,126990,-5.09194,-42.8034,Camionete
LAND ROVER RANGE ROVER VELAR,LAND ROVER,2,GASOLINA,1,2020,2020,13900,Pessoa Física,Natal,RN,Nordeste,469900,-5.79357,-35.1986,SUV
VOLVO XC90,VOLVO,2,HIBRIDO,1,2020,2020,30000,Pessoa Física,Jaraguá do Sul,SC,Sul,425000,-26.4851,-49.0713,SUV
VOLKSWAGEN AMAROK,VOLKSWAGEN,3,DIESEL,1,2019,2019,42980,Pessoa Física,Teresina,PI,Nordeste,197500,-5.09194,-42.8034,Camionete
FORD RANGER,FORD,3.2,DIESEL,1,2020,2020,19000,Pessoa Física,Curitiba,PR,Sul,205000,-25.4195,-49.2646,Camionete
HONDA FIT,HONDA,1.4,FLEX,1,2012,2013,151000,Loja,São Bernardo do Campo,SP,Sudeste,45990,-23.6914,-46.5646,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2015,2016,89000,Loja,Campinas,SP,Sudeste,51980,-22.9053,-47.0659,Carro
HONDA FIT,HONDA,1.4,FLEX,1,2013,2013,115000,Loja,Tubarão,SC,Sul,41500,-28.4713,-49.0144,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2019,2020,11250,Loja,Osasco,SP,Sudeste,94890,-23.5324,-46.7916,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2017,2018,69310,Loja,São Paulo,SP,Sudeste,68990,-23.5329,-46.6395,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,30766,Loja,Rio do Sul,SC,Sul,88900,-27.2156,-49.643,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2018,2019,16570,Loja,Jundiaí,SP,Sudeste,91900,-23.1852,-46.8974,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2014,2015,44000,Loja,São Paulo,SP,Sudeste,68890,-23.5329,-46.6395,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2016,2017,71000,Loja,São Bernardo do Campo,SP,Sudeste,69800,-23.6914,-46.5646,Carro
CHEVROLET CRUZE,CHEVROLET,1.4,FLEX,1,2020,2020,12000,Concessionária,Blumenau,SC,Sul,112990,-26.9155,-49.0709,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2015,2016,77200,Loja,Sorocaba,SP,Sudeste,56900,-23.4969,-47.4451,Carro
CHEVROLET CRUZE,CHEVROLET,1.4,FLEX,1,2019,2019,17000,Loja,Chapecó,SC,Sul,108000,-27.1004,-52.6152,Carro
HYUNDAI HB20X,HYUNDAI,1.6,FLEX,1,2021,2022,1100,Loja,São Paulo,SP,Sudeste,95900,-23.5329,-46.6395,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2010,2010,99000,Loja,São Paulo,SP,Sudeste,43900,-23.5329,-46.6395,Carro
HYUNDAI HB20,HYUNDAI,1.6,FLEX,1,2017,2018,94000,Loja,Laguna,SC,Sul,64000,-28.4843,-48.7772,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2018,2018,18085,Loja,Suzano,SP,Sudeste,76900,-23.5448,-46.3112,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2018,2019,70000,Loja,São Bernardo do Campo,SP,Sudeste,68990,-23.6914,-46.5646,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2016,2017,49000,Concessionária,Blumenau,SC,Sul,81900,-26.9155,-49.0709,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2014,2015,74000,Loja,São Paulo,SP,Sudeste,62499,-23.5329,-46.6395,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2010,2010,117000,Loja,Campinas,SP,Sudeste,41990,-22.9053,-47.0659,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2014,2015,78000,Loja,Uberaba,MG,Sudeste,53900,-19.7472,-47.9381,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2016,2017,53000,Loja,Itajaí,SC,Sul,69800,-26.9101,-48.6705,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2016,2016,48000,Loja,Campinas,SP,Sudeste,67980,-22.9053,-47.0659,Carro
FIAT ARGO,FIAT,1.8,FLEX,1,2018,2018,37630,Loja,Rio de Janeiro,RJ,Sudeste,75980,-22.9129,-43.2003,Carro
CITROËN C3,CITROEN,1.6,FLEX,1,2019,2020,15000,Pessoa Física,Fortaleza,CE,Nordeste,59900,-3.71664,-38.5423,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2015,2015,77000,Pessoa Física,Campo Grande,MS,Centro-Oeste,49990,-9.95542,-36.7926,Carro
AUDI A1,AUDI,1.4,GASOLINA,1,2018,2018,32000,Pessoa Física,Recife,PE,Nordeste,96000,-8.04666,-34.8771,Carro
MINI COOPER,MINI,2,GASOLINA,1,2019,2020,15000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,209900,-22.9129,-43.2003,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2019,2020,10300,Pessoa Física,Curitiba,PR,Sul,85900,-25.4195,-49.2646,Carro
TOYOTA YARIS,TOYOTA,1.5,FLEX,1,2019,2019,17643,Pessoa Física,Porto Velho,RO,Norte,79990,-8.76077,-63.8999,Carro
VOLKSWAGEN GOL,VOLKSWAGEN,1.6,FLEX,1,2019,2019,21100,Pessoa Física,Olinda,PE,Nordeste,56000,-8.01017,-34.8545,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2018,2019,22400,Pessoa Física,Recife,PE,Nordeste,67999,-8.04666,-34.8771,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,29216,Pessoa Física,Brasília,DF,Centro-Oeste,81000,-15.7795,-47.9297,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2018,2019,33000,Pessoa Física,Caldas Novas,GO,Centro-Oeste,47800,-17.7441,-48.6246,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2019,2019,20000,Loja,São Paulo,SP,Sudeste,81990,-23.5329,-46.6395,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2017,2018,38950,Pessoa Física,São Paulo,SP,Sudeste,62300,-23.5329,-46.6395,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2015,2016,48200,Pessoa Física,São Paulo,SP,Sudeste,52500,-23.5329,-46.6395,Carro
CHEVROLET CRUZE,CHEVROLET,1.4,FLEX,1,2020,2020,11000,Pessoa Física,Jaraguá do Sul,SC,Sul,119900,-26.4851,-49.0713,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2009,2009,118000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,36500,-22.9129,-43.2003,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2020,2021,3000,Pessoa Física,São Paulo,SP,Sudeste,91490,-23.5329,-46.6395,Carro
FIAT STILO,FIAT,1.8,FLEX,1,2010,2010,108000,Pessoa Física,Maringá,PR,Sul,25000,-23.4205,-51.9333,Carro
VOLVO V40,VOLVO,2,GASOLINA,1,2018,2019,35579,Pessoa Física,Cuiabá,MT,Centro-Oeste,144490,-15.601,-56.0974,SUV
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,20000,Pessoa Física,Belo Horizonte,MG,Sudeste,76900,-19.9102,-43.9266,Carro
MINI COOPER,MINI,2,GASOLINA,1,2020,2020,11800,Pessoa Física,Chapecó,SC,Sul,192000,-27.1004,-52.6152,Carro
HONDA FIT,HONDA,1.4,FLEX,1,2011,2011,124000,Pessoa Física,Fortaleza,CE,Nordeste,36000,-3.71664,-38.5423,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2019,2019,15800,Pessoa Física,Manaus,AM,Norte,61500,-3.11866,-60.0212,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,31000,Pessoa Física,Blumenau,SC,Sul,78900,-26.9155,-49.0709,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2018,2019,20200,Pessoa Física,Umuarama,PR,Sul,71000,-23.7656,-53.3201,Carro
CITROËN C3,CITROEN,1.6,FLEX,1,2014,2014,90000,Pessoa Física,São Paulo,SP,Sudeste,39000,-23.5329,-46.6395,Carro
CHEVROLET CRUZE,CHEVROLET,1.4,FLEX,1,2019,2020,24000,Pessoa Física,Balneário Camboriú,SC,Sul,105990,-26.9926,-48.6352,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,30000,Pessoa Física,Fortaleza,CE,Nordeste,73000,-3.71664,-38.5423,Carro
VOLKSWAGEN GOL,VOLKSWAGEN,1.6,FLEX,1,2013,2014,156000,Pessoa Física,Pinhalzinho,SP,Sudeste,38000,-22.7811,-46.5897,Carro
AUDI A1,AUDI,1.8,GASOLINA,1,2015,2016,31000,Pessoa Física,Angra dos Reis,RJ,Sudeste,96000,-23.0011,-44.3196,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1.4,FLEX,1,2021,2022,921,Pessoa Física,Itajaí,SC,Sul,135000,-26.9101,-48.6705,Carro
NISSAN MARCH,NISSAN,1.6,FLEX,1,2016,2017,43000,Pessoa Física,Niterói,RJ,Sudeste,50000,-22.8832,-43.1034,Carro
FORD KA,FORD,1,FLEX,0,2019,2020,11000,Loja,Jacareí,SP,Sudeste,66900,-23.2983,-45.9658,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2015,2015,103000,Pessoa Física,Tupã,SP,Sudeste,43500,-21.9335,-50.5191,Carro
FIAT PALIO,FIAT,1.6,FLEX,1,2013,2014,120000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,34900,-22.9129,-43.2003,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2019,2020,12700,Pessoa Física,Florianópolis,SC,Sul,91900,-27.5945,-48.5477,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,26800,Pessoa Física,Balneário Camboriú,SC,Sul,86500,-26.9926,-48.6352,Carro
MINI COOPER,MINI,2,GASOLINA,1,2018,2019,62623,Pessoa Física,São Paulo,SP,Sudeste,184950,-23.5329,-46.6395,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2019,2020,9839,Pessoa Física,São Paulo,SP,Sudeste,88900,-23.5329,-46.6395,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2017,2017,80868,Pessoa Física,São Paulo,SP,Sudeste,54990,-23.5329,-46.6395,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2021,2021,4200,Pessoa Física,São Paulo,SP,Sudeste,99800,-23.5329,-46.6395,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2019,2020,6100,Pessoa Física,Rio de Janeiro,RJ,Sudeste,94000,-22.9129,-43.2003,Carro
FORD FOCUS,FORD,2,FLEX,1,2018,2019,15700,Pessoa Física,Salvador,BA,Nordeste,67500,-12.9718,-38.5011,Carro
VOLVO V40,VOLVO,2,GASOLINA,1,2017,2018,45000,Pessoa Física,Águas de Lindóia,SP,Sudeste,129900,-22.4733,-46.6314,SUV
FORD FIESTA,FORD,1.6,FLEX,1,2014,2015,60000,Pessoa Física,Campinas,SP,Sudeste,39500,-22.9053,-47.0659,Carro
TOYOTA YARIS,TOYOTA,1.5,FLEX,1,2018,2019,31789,Pessoa Física,Rio de Janeiro,RJ,Sudeste,83500,-22.9129,-43.2003,Carro
FIAT ARGO,FIAT,1.3,FLEX,1,2018,2018,41000,Pessoa Física,Gramado,RS,Sul,56000,-29.3734,-50.8762,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2017,2017,45000,Pessoa Física,São Paulo,SP,Sudeste,61000,-23.5329,-46.6395,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2013,2014,86000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,59000,-22.9129,-43.2003,Carro
HONDA FIT,HONDA,1.4,FLEX,1,2013,2014,131539,Pessoa Física,Goiânia,GO,Centro-Oeste,45900,-16.6864,-49.2643,Carro
HONDA FIT,HONDA,1.4,FLEX,1,2009,2009,146000,Pessoa Física,Belo Horizonte,MG,Sudeste,35500,-19.9102,-43.9266,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2016,2016,30000,Pessoa Física,Guarulhos,SP,Sudeste,50900,-23.4538,-46.5333,Carro
FORD FOCUS,FORD,2,FLEX,1,2018,2019,40800,Pessoa Física,São Paulo,SP,Sudeste,66500,-23.5329,-46.6395,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2019,2019,26500,Pessoa Física,Balneário Camboriú,SC,Sul,89900,-26.9926,-48.6352,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2014,2015,44000,Pessoa Física,Palmital,SP,Sudeste,51000,-22.7858,-50.218,Carro
AUDI A3,AUDI,1.4,GASOLINA,1,2014,2015,120000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,70000,-22.9129,-43.2003,Carro
HYUNDAI HB20X,HYUNDAI,1.6,FLEX,1,2016,2016,50703,Pessoa Física,Rio de Janeiro,RJ,Sudeste,59900,-22.9129,-43.2003,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2021,2021,3100,Pessoa Física,Brasília,DF,Centro-Oeste,90000,-15.7795,-47.9297,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2016,2017,77000,Pessoa Física,São Paulo,SP,Sudeste,70000,-23.5329,-46.6395,Carro
HONDA FIT,HONDA,1.4,GASOLINA,1,2008,2008,133020,Pessoa Física,Pirassununga,SP,Sudeste,29000,-21.996,-47.4257,Carro
VOLKSWAGEN FOX,VOLKSWAGEN,1.6,FLEX,1,2013,2013,125000,Pessoa Física,São Paulo,SP,Sudeste,34750,-23.5329,-46.6395,Carro
TOYOTA ETIOS,TOYOTA,1.3,FLEX,1,2017,2018,29500,Pessoa Física,Brasília,DF,Centro-Oeste,52000,-15.7795,-47.9297,Carro
VOLVO V40,VOLVO,2,GASOLINA,1,2018,2019,41000,Pessoa Física,Curitiba,PR,Sul,116900,-25.4195,-49.2646,SUV
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2014,2015,141000,Pessoa Física,São José dos Campos,SP,Sudeste,43000,-23.1896,-45.8841,Carro
FIAT PALIO,FIAT,1.6,FLEX,1,2013,2013,99581,Pessoa Física,São Bernardo do Campo,SP,Sudeste,37900,-23.6914,-46.5646,Carro
BMW 118i,BMW,1.5,GASOLINA,1,2019,2020,26000,Pessoa Física,Barueri,SP,Sudeste,187000,-23.5057,-46.879,Carro
TOYOTA YARIS,TOYOTA,1.3,FLEX,1,2019,2019,36000,Pessoa Física,Salvador,BA,Nordeste,71900,-12.9718,-38.5011,Carro
CHEVROLET ONIX,CHEVROLET,1.4,FLEX,1,2019,2019,14000,Pessoa Física,Lins,SP,Sudeste,71000,-21.6718,-49.7526,Carro
VOLVO V40,VOLVO,2,GASOLINA,1,2017,2017,48000,Pessoa Física,São Paulo,SP,Sudeste,110000,-23.5329,-46.6395,SUV
FORD KA,FORD,1.5,FLEX,1,2018,2019,30000,Pessoa Física,São Paulo,SP,Sudeste,59990,-23.5329,-46.6395,Carro
AUDI RS3,AUDI,2.5,GASOLINA,1,2016,2016,35000,Pessoa Física,Rio de Janeiro,RJ,Sudeste,285000,-22.9129,-43.2003,SUV
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2018,2019,34500,Pessoa Física,São Paulo,SP,Sudeste,67000,-23.5329,-46.6395,Carro
CHEVROLET CRUZE,CHEVROLET,1.4,FLEX,1,2019,2020,24000,Pessoa Física,Caçapava,SP,Sudeste,121000,-23.0992,-45.7076,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2016,2016,52500,Pessoa Física,São Paulo,SP,Sudeste,69900,-23.5329,-46.6395,Carro
RENAULT SANDERO,RENAULT,1.6,FLEX,1,2019,2020,16350,Pessoa Física,Curitiba,PR,Sul,74650,-25.4195,-49.2646,Carro
MINI COOPER,MINI,2,GASOLINA,1,2019,2019,10560,Pessoa Física,Juiz de Fora,MG,Sudeste,214900,-21.7595,-43.3398,Carro
PEUGEOT 208,PEUGEOT,1.6,FLEX,1,2020,2021,9500,Pessoa Física,São Paulo,SP,Sudeste,91900,-23.5329,-46.6395,Carro
TOYOTA ETIOS,TOYOTA,1.3,FLEX,1,2017,2018,29500,Pessoa Física,São Paulo,SP,Sudeste,58900,-23.5329,-46.6395,Carro
VOLVO V40,VOLVO,2,GASOLINA,1,2019,2019,18700,Pessoa Física,Jacareí,SP,Sudeste,119900,-23.2983,-45.9658,SUV
HONDA FIT,HONDA,1.4,FLEX,1,2014,2014,128000,Pessoa Física,São Paulo,SP,Sudeste,46000,-23.5329,-46.6395,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1.4,FLEX,1,2020,2020,19000,Pessoa Física,Belo Horizonte,MG,Sudeste,124990,-19.9102,-43.9266,Carro
TOYOTA YARIS,TOYOTA,1.5,FLEX,1,2020,2020,31500,Pessoa Física,Diadema,SP,Sudeste,86500,-23.6813,-46.6205,Carro
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2019,2019,80000,Pessoa Física,Alfenas,MG,Sudeste,77000,-21.4256,-45.9477,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2013,2014,90000,Pessoa Física,Guarulhos,SP,Sudeste,37000,-23.4538,-46.5333,Carro
CHEVROLET CRUZE,CHEVROLET,1.4,FLEX,1,2019,2019,28783,Pessoa Física,São José dos Campos,SP,Sudeste,109900,-23.1896,-45.8841,Carro
HYUNDAI HB20,HYUNDAI,1.6,FLEX,1,2017,2017,17100,Pessoa Física,Londrina,PR,Sul,68900,-23.304,-51.1691,Carro
FORD FOCUS,FORD,2,FLEX,1,2018,2019,22500,Pessoa Física,Poços de Caldas,MG,Sudeste,69000,-21.78,-46.5692,Carro
MINI COOPER,MINI,2,GASOLINA,1,2019,2020,15000,Pessoa Física,Araçatuba,SP,Sudeste,195000,-21.2076,-50.4401,Carro
FORD FIESTA,FORD,1.6,FLEX,1,2015,2016,72000,Pessoa Física,Brasília,DF,Centro-Oeste,41800,-15.7795,-47.9297,Carro
HONDA FIT,HONDA,1.5,FLEX,1,2019,2020,42268,Pessoa Física,Campinas,SP,Sudeste,92200,-22.9053,-47.0659,Carro
VOLKSWAGEN GOL,VOLKSWAGEN,1.6,FLEX,1,2014,2015,37400,Pessoa Física,Piracicaba,SP,Sudeste,46000,-22.7338,-47.6476,Carro
TOYOTA YARIS,TOYOTA,1.5,FLEX,1,2020,2021,13074,Pessoa Física,Praia Grande,SP,Sudeste,92900,-24.0084,-46.4121,Carro
AUDI RS3,AUDI,2.5,GASOLINA,1,2017,2018,16800,Pessoa Física,São Paulo,SP,Sudeste,389000,-23.5329,-46.6395,SUV
VOLKSWAGEN POLO,VOLKSWAGEN,1,FLEX,1,2018,2019,28200,Pessoa Física,Joaçaba,SC,Sul,87000,-27.1721,-51.5108,Carro
TOYOTA YARIS,TOYOTA,1.5,FLEX,1,2019,2019,10300,Pessoa Física,Brasília,DF,Centro-Oeste,85000,-15.7795,-47.9297,Carro
FORD ECOSPORT,FORD,2,FLEX,1,2016,2017,68000,Loja,Jacareí,SP,Sudeste,70900,-23.2983,-45.9658,SUV
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2018,2019,39506,Loja,São Paulo,SP,Sudeste,74900,-23.5329,-46.6395,Minivan
CHEVROLET SPIN,CHEVROLET,1.8,FLEX,1,2019,2020,14335,Concessionária,São José dos Campos,SP,Sudeste,92990,-23.1896,-45.8841,Minivan
JEEP RENEGADE,JEEP,1.8,FLEX,1,2020,2021,27214,Loja,Osasco,SP,Sudeste,115990,-23.5324,-46.7916,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2018,2018,55214,Concessionária,São José dos Campos,SP,Sudeste,81990,-23.1896,-45.8841,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2019,38952,Loja,São Paulo,SP,Sudeste,93900,-23.5329,-46.6395,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2019,37300,Loja,Canoas,RS,Sul,104700,-29.9128,-51.1857,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2019,2020,46679,Loja,Gaspar,SC,Sul,92900,-26.9336,-48.9534,SUV
HYUNDAI CRETA,HYUNDAI,1.6,FLEX,1,2019,2020,15450,Loja,São Paulo,SP,Sudeste,98900,-23.5329,-46.6395,SUV
FIAT CRONOS,FIAT,1.3,FLEX,0,2019,2019,26400,Loja,Recife,PE,Nordeste,62900,-8.04666,-34.8771,Carro
FORD ECOSPORT,FORD,1.6,FLEX,1,2016,2016,127596,Loja,São Gotardo,MG,Sudeste,54000,-19.3087,-46.0465,SUV
HYUNDAI CRETA,HYUNDAI,2,FLEX,1,2021,2021,0,Loja,São Paulo,SP,Sudeste,126900,-23.5329,-46.6395,SUV
NISSAN LIVINA,NISSAN,1.8,FLEX,1,2013,2013,83000,Loja,São Paulo,SP,Sudeste,35790,-23.5329,-46.6395,Minivan
HYUNDAI CRETA,HYUNDAI,2,FLEX,1,2021,2021,0,Concessionária,Divinópolis,MG,Sudeste,117790,-20.1446,-44.8912,SUV
HYUNDAI CRETA,HYUNDAI,1.6,FLEX,1,2021,2021,0,Concessionária,Divinópolis,MG,Sudeste,96990,-20.1446,-44.8912,SUV
VOLKSWAGEN TAOS,VOLKSWAGEN,1.4,FLEX,1,2021,2022,0,Loja,São João da Boa Vista,SP,Sudeste,199999,-21.9707,-46.7944,SUV
VOLKSWAGEN T-CROSS,VOLKSWAGEN,1,FLEX,1,2019,2020,31806,Loja,Bauru,SP,Sudeste,108990,-22.3246,-49.0871,SUV
JAC T5,JAC,1.5,FLEX,0,2017,2018,37000,Loja,São Paulo,SP,Sudeste,61890,-23.5329,-46.6395,SUV
JEEP RENEGADE,JEEP,1.8,FLEX,1,2016,2017,55000,Loja,Ibirama,SC,Sul,78000,-27.0547,-49.5193,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2016,2017,108000,Concessionária,Joinville,SC,Sul,96900,-26.3045,-48.8487,SUV
HONDA HR-V,HONDA,1.8,FLEX,1,2021,2021,547,Loja,Itatiba,SP,Sudeste,137789,-23.0035,-46.8464,SUV
PEUGEOT 2008,PEUGEOT,1.6,FLEX,1,2017,2017,61300,Loja,Taubaté,SP,Sudeste,59900,-23.0104,-45.5593,SUV
RENAULT DUSTER,RENAULT,1.6,FLEX,1,2019,2020,37230,Concessionária,Votuporanga,SP,Sudeste,80990,-20.4237,-49.9781,SUV
